date,country,device,category,product,revenue,order_cnt
2021-01-22,Singapore,mobile,Chairs,LISABO / JANINGE,1595,1
2021-01-23,United States,desktop,Chairs,LISABO / JANINGE,1595,1
2021-01-27,United States,desktop,Chairs,LISABO / JANINGE,1595,1
2020-11-03,Malaysia,desktop,Children's furniture,TROFAST,350,1
2020-11-04,Canada,desktop,Children's furniture,TROFAST,350,1
2020-11-12,Brazil,desktop,Children's furniture,TROFAST,350,1
2020-11-17,United States,mobile,Children's furniture,TROFAST,350,1
2020-11-19,Netherlands,mobile,Children's furniture,TROFAST,350,1
2020-11-23,United States,desktop,Children's furniture,TROFAST,350,1
2020-12-14,India,mobile,Children's furniture,TROFAST,350,1
2020-12-20,Malaysia,desktop,Children's furniture,TROFAST,350,1
2021-01-02,Indonesia,desktop,Children's furniture,TROFAST,350,1
2021-01-10,Philippines,desktop,Children's furniture,TROFAST,350,1
2021-01-14,China,desktop,Children's furniture,TROFAST,350,1
2021-01-22,France,desktop,Children's furniture,TROFAST,505,2
2021-01-25,Belgium,desktop,Children's furniture,TROFAST,350,1
2020-11-08,United States,desktop,Children's furniture,PÅHL,720,2
2020-11-10,United States,mobile,Children's furniture,PÅHL,295,1
2020-11-10,United States,desktop,Children's furniture,PÅHL,295,1
2020-11-12,United States,desktop,Children's furniture,PÅHL,295,1
2020-11-18,United States,mobile,Children's furniture,PÅHL,295,1
2020-11-20,United States,desktop,Children's furniture,PÅHL,295,1
2020-11-25,United States,desktop,Children's furniture,PÅHL,1140,3
2020-12-01,France,desktop,Children's furniture,PÅHL,295,1
2020-12-05,United States,desktop,Children's furniture,PÅHL,420,2
2020-12-05,China,desktop,Children's furniture,PÅHL,295,1
2020-12-07,United States,desktop,Children's furniture,PÅHL,295,1
2020-12-07,Netherlands,mobile,Children's furniture,PÅHL,295,1
2020-12-12,India,mobile,Children's furniture,PÅHL,295,1
2020-12-18,United States,mobile,Children's furniture,PÅHL,295,1
2020-12-23,United States,tablet,Children's furniture,PÅHL,295,1
2021-01-02,United States,mobile,Children's furniture,PÅHL,295,1
2021-01-11,United States,mobile,Children's furniture,PÅHL,295,1
2021-01-12,United States,desktop,Children's furniture,PÅHL,295,1
2020-11-01,Ireland,mobile,Children's furniture,PÅHL,425,1
2020-11-07,Switzerland,desktop,Children's furniture,PÅHL,425,1
2020-11-10,Australia,desktop,Children's furniture,PÅHL,425,1
2020-11-16,United States,desktop,Children's furniture,PÅHL,425,1
2020-11-19,United States,desktop,Children's furniture,PÅHL,425,1
2020-11-21,United States,desktop,Children's furniture,PÅHL,425,1
2020-12-02,United States,desktop,Children's furniture,PÅHL,845,2
2020-12-03,Philippines,desktop,Children's furniture,PÅHL,425,1
2020-12-12,South Korea,mobile,Children's furniture,PÅHL,425,1
2020-12-13,United States,desktop,Children's furniture,PÅHL,550,2
2020-12-16,Indonesia,desktop,Children's furniture,PÅHL,425,1
2020-12-18,United States,desktop,Children's furniture,PÅHL,820,2
2020-12-18,South Korea,desktop,Children's furniture,PÅHL,425,1
2020-12-21,United States,mobile,Children's furniture,PÅHL,425,1
2020-12-23,Indonesia,desktop,Children's furniture,PÅHL,425,1
2021-01-08,Canada,desktop,Children's furniture,PÅHL,425,1
2021-01-10,United States,mobile,Children's furniture,PÅHL,425,1
2020-12-03,India,desktop,Sofas & armchairs,EKTORP,1750,1
2020-12-08,Spain,mobile,Sofas & armchairs,EKTORP,1750,1
2020-12-21,Peru,desktop,Sofas & armchairs,EKTORP,1750,1
2020-12-25,Canada,desktop,Sofas & armchairs,EKTORP,1750,1
2020-12-29,United States,desktop,Sofas & armchairs,EKTORP,1750,1
2021-01-11,India,desktop,Sofas & armchairs,EKTORP,1750,1
2021-01-19,Taiwan,tablet,Sofas & armchairs,EKTORP,1750,1
2021-01-19,Belgium,mobile,Sofas & armchairs,EKTORP,1750,1
2021-01-20,United States,desktop,Sofas & armchairs,EKTORP,1750,1
2021-01-21,United States,mobile,Sofas & armchairs,EKTORP,1750,1
2020-11-14,Canada,desktop,Bookcases & shelving units,IVAR,365,1
2020-11-18,Indonesia,mobile,Bookcases & shelving units,IVAR,365,1
2020-11-21,India,desktop,Bookcases & shelving units,IVAR,414,2
2020-12-17,India,mobile,Bookcases & shelving units,IVAR,1385,2
2020-12-17,Mexico,desktop,Bookcases & shelving units,IVAR,365,1
2021-01-05,United States,desktop,Bookcases & shelving units,IVAR,365,1
2021-01-11,Canada,mobile,Bookcases & shelving units,IVAR,365,1
2021-01-14,France,desktop,Bookcases & shelving units,IVAR,365,1
2021-01-20,China,mobile,Bookcases & shelving units,IVAR,365,1
2021-01-25,Taiwan,mobile,Bookcases & shelving units,IVAR,365,1
2020-11-09,Romania,desktop,Bookcases & shelving units,KALLAX,755,1
2020-11-10,Italy,desktop,Bookcases & shelving units,KALLAX,755,1
2020-11-14,Germany,desktop,Bookcases & shelving units,KALLAX,755,1
2020-11-17,United States,mobile,Bookcases & shelving units,KALLAX,755,1
2020-11-17,Canada,mobile,Bookcases & shelving units,KALLAX,755,1
2020-11-30,United States,mobile,Bookcases & shelving units,KALLAX,755,1
2020-12-03,Indonesia,desktop,Bookcases & shelving units,KALLAX,755,1
2020-12-06,United States,mobile,Bookcases & shelving units,KALLAX,755,1
2020-12-13,Canada,mobile,Bookcases & shelving units,KALLAX,755,1
2020-12-13,United Kingdom,desktop,Bookcases & shelving units,KALLAX,755,1
2020-12-16,United States,desktop,Bookcases & shelving units,KALLAX,755,1
2020-12-20,Canada,mobile,Bookcases & shelving units,KALLAX,755,1
2020-12-22,India,mobile,Bookcases & shelving units,KALLAX,755,1
2020-12-26,India,mobile,Bookcases & shelving units,KALLAX,755,1
2020-12-27,India,desktop,Bookcases & shelving units,KALLAX,1510,2
2020-12-31,United States,desktop,Bookcases & shelving units,KALLAX,755,1
2021-01-14,United States,desktop,Bookcases & shelving units,KALLAX,755,1
2021-01-18,United States,mobile,Bookcases & shelving units,KALLAX,755,1
2021-01-21,Hungary,desktop,Bookcases & shelving units,KALLAX,755,1
2021-01-21,South Korea,mobile,Bookcases & shelving units,KALLAX,755,1
2020-11-03,France,desktop,Sofas & armchairs,SÖDERHAMN,1174,1
2020-11-23,Canada,mobile,Sofas & armchairs,SÖDERHAMN,1174,1
2020-11-30,Indonesia,desktop,Sofas & armchairs,SÖDERHAMN,1174,1
2020-12-01,Pakistan,mobile,Sofas & armchairs,SÖDERHAMN,1174,1
2020-12-08,Singapore,desktop,Sofas & armchairs,SÖDERHAMN,1174,1
2020-12-09,Switzerland,desktop,Sofas & armchairs,SÖDERHAMN,1174,1
2020-12-27,United States,mobile,Sofas & armchairs,SÖDERHAMN,1174,1
2021-01-02,Germany,desktop,Sofas & armchairs,SÖDERHAMN,1174,1
2021-01-03,Taiwan,mobile,Sofas & armchairs,SÖDERHAMN,1174,1
2021-01-06,Germany,mobile,Sofas & armchairs,SÖDERHAMN,1174,1
2021-01-07,Singapore,desktop,Sofas & armchairs,SÖDERHAMN,1174,1
2021-01-20,United Kingdom,desktop,Sofas & armchairs,SÖDERHAMN,1174,1
2020-11-14,Ireland,tablet,Cabinets & cupboards,LIXHULT,244,1
2020-11-24,Ukraine,desktop,Cabinets & cupboards,LIXHULT,244,1
2020-11-27,Australia,desktop,Cabinets & cupboards,LIXHULT,244,1
2020-11-30,United States,mobile,Cabinets & cupboards,LIXHULT,739,2
2020-12-03,United States,desktop,Cabinets & cupboards,LIXHULT,244,1
2020-12-03,Bosnia & Herzegovina,mobile,Cabinets & cupboards,LIXHULT,244,1
2020-12-09,India,desktop,Cabinets & cupboards,LIXHULT,752,2
2020-12-11,South Korea,desktop,Cabinets & cupboards,LIXHULT,244,1
2020-12-19,India,desktop,Cabinets & cupboards,LIXHULT,244,1
2020-12-20,Canada,mobile,Cabinets & cupboards,LIXHULT,541,2
2020-12-22,South Korea,desktop,Cabinets & cupboards,LIXHULT,244,1
2021-01-03,Taiwan,desktop,Cabinets & cupboards,LIXHULT,244,1
2020-11-03,United States,mobile,Bookcases & shelving units,EKET,347,1
2020-11-17,Bangladesh,desktop,Bookcases & shelving units,EKET,347,1
2020-11-18,Japan,desktop,Bookcases & shelving units,EKET,347,1
2020-11-21,United States,desktop,Bookcases & shelving units,EKET,347,1
2020-11-22,Canada,desktop,Bookcases & shelving units,EKET,347,1
2020-12-02,Turkey,desktop,Bookcases & shelving units,EKET,347,1
2020-12-15,United States,mobile,Bookcases & shelving units,EKET,347,1
2020-12-27,United States,tablet,Bookcases & shelving units,EKET,347,1
2021-01-12,Canada,mobile,Bookcases & shelving units,EKET,347,1
2021-01-15,Canada,desktop,Bookcases & shelving units,EKET,347,1
2021-01-15,United States,mobile,Bookcases & shelving units,EKET,1470,3
2021-01-18,Belgium,desktop,Bookcases & shelving units,EKET,347,1
2021-01-20,United States,desktop,Bookcases & shelving units,EKET,2585,3
2021-01-25,United States,mobile,Bookcases & shelving units,EKET,347,1
2020-11-22,Indonesia,desktop,Bookcases & shelving units,EKET,515,1
2020-11-28,United States,mobile,Bookcases & shelving units,EKET,609,2
2020-11-30,United States,mobile,Bookcases & shelving units,EKET,560,2
2020-12-01,Turkey,desktop,Bookcases & shelving units,EKET,515,1
2020-12-02,Jordan,desktop,Bookcases & shelving units,EKET,515,1
2020-12-08,Canada,desktop,Bookcases & shelving units,EKET,515,1
2020-12-09,Canada,desktop,Bookcases & shelving units,EKET,515,1
2020-12-17,Spain,mobile,Bookcases & shelving units,EKET,515,1
2020-12-19,Israel,mobile,Bookcases & shelving units,EKET,515,1
2021-01-20,France,desktop,Bookcases & shelving units,EKET,515,1
2020-11-01,Ireland,desktop,Chairs,FÄRLÖV,1196,1
2020-11-05,Thailand,desktop,Chairs,FÄRLÖV,1196,1
2020-11-12,United States,desktop,Chairs,FÄRLÖV,1196,1
2020-11-12,United Kingdom,mobile,Chairs,FÄRLÖV,1196,1
2020-11-13,Canada,desktop,Chairs,FÄRLÖV,1196,1
2020-11-22,China,desktop,Chairs,FÄRLÖV,1196,1
2020-11-25,United States,tablet,Chairs,FÄRLÖV,1196,1
2020-11-30,United States,desktop,Chairs,FÄRLÖV,1196,1
2020-11-30,United States,mobile,Chairs,FÄRLÖV,1196,1
2020-12-13,United States,desktop,Chairs,FÄRLÖV,1196,1
2020-12-18,China,tablet,Chairs,FÄRLÖV,1196,1
2020-12-23,United States,desktop,Chairs,FÄRLÖV,1196,1
2021-01-05,Indonesia,tablet,Chairs,FÄRLÖV,1196,1
2020-11-09,United States,mobile,Sofas & armchairs,FÄRLÖV,596,1
2020-11-17,Colombia,desktop,Sofas & armchairs,FÄRLÖV,596,1
2020-12-06,United States,mobile,Sofas & armchairs,FÄRLÖV,596,1
2020-12-07,United States,desktop,Sofas & armchairs,FÄRLÖV,596,1
2020-12-07,United States,mobile,Sofas & armchairs,FÄRLÖV,596,1
2020-12-14,Czechia,desktop,Sofas & armchairs,FÄRLÖV,596,1
2021-01-04,Algeria,mobile,Sofas & armchairs,FÄRLÖV,596,1
2021-01-15,Mexico,desktop,Sofas & armchairs,FÄRLÖV,596,1
2021-01-20,United States,mobile,Sofas & armchairs,FÄRLÖV,3191,2
2020-11-07,Spain,mobile,Cabinets & cupboards,BESTÅ,3340,1
2020-12-01,United States,mobile,Cabinets & cupboards,BESTÅ,8165,4
2020-12-02,(not set),desktop,Cabinets & cupboards,BESTÅ,3340,1
2020-12-08,Canada,desktop,Cabinets & cupboards,BESTÅ,3340,1
2021-01-03,United States,mobile,Cabinets & cupboards,BESTÅ,3340,1
2020-11-19,Peru,desktop,Bookcases & shelving units,BESTÅ,2534.5,1
2020-11-21,Switzerland,mobile,Bookcases & shelving units,BESTÅ,2534.5,1
2020-11-29,Netherlands,mobile,Bookcases & shelving units,BESTÅ,2534.5,1
2020-11-29,United Arab Emirates,mobile,Bookcases & shelving units,BESTÅ,2534.5,1
2020-12-09,United States,desktop,Bookcases & shelving units,BESTÅ,2634.5,2
2020-12-15,Japan,desktop,Bookcases & shelving units,BESTÅ,2534.5,1
2020-12-22,United States,mobile,Bookcases & shelving units,BESTÅ,2534.5,1
2021-01-01,United States,desktop,Bookcases & shelving units,BESTÅ,2954.5,2
2021-01-21,China,desktop,Bookcases & shelving units,BESTÅ,2534.5,1
2021-01-23,United States,desktop,Bookcases & shelving units,BESTÅ,3129.5,2
2021-01-27,United States,desktop,Bookcases & shelving units,BESTÅ,5059.5,4
2020-11-12,United States,desktop,Chests of drawers & drawer units,NORDLI,1860,1
2020-11-17,United States,desktop,Chests of drawers & drawer units,NORDLI,1860,1
2020-11-26,Denmark,desktop,Chests of drawers & drawer units,NORDLI,1860,1
2020-12-02,Turkey,desktop,Chests of drawers & drawer units,NORDLI,1860,1
2020-12-21,United States,desktop,Chests of drawers & drawer units,NORDLI,1860,1
2021-01-14,United States,mobile,Chests of drawers & drawer units,NORDLI,1860,1
2021-01-26,United Kingdom,mobile,Chests of drawers & drawer units,NORDLI,1860,1
2020-11-17,Brazil,mobile,Tables & desks,LINNMON / ALEX,356,1
2020-11-28,Philippines,mobile,Tables & desks,LINNMON / ALEX,356,1
2020-11-29,United States,mobile,Tables & desks,LINNMON / ALEX,356,1
2020-12-01,Switzerland,desktop,Tables & desks,LINNMON / ALEX,356,1
2020-12-24,Spain,mobile,Tables & desks,LINNMON / ALEX,356,1
2021-01-07,United States,desktop,Tables & desks,LINNMON / ALEX,786,2
2021-01-21,Canada,mobile,Tables & desks,LINNMON / ALEX,356,1
2020-11-05,China,mobile,Tables & desks,LINNMON / GODVIN,275,1
2020-11-12,United States,desktop,Tables & desks,LINNMON / GODVIN,275,1
2020-11-23,United States,desktop,Tables & desks,LINNMON / GODVIN,275,1
2020-11-24,United States,desktop,Tables & desks,LINNMON / GODVIN,275,1
2020-12-13,Philippines,mobile,Tables & desks,LINNMON / GODVIN,275,1
2020-12-16,United States,mobile,Tables & desks,LINNMON / GODVIN,275,1
2020-12-27,United States,desktop,Tables & desks,LINNMON / GODVIN,275,1
2020-12-30,United States,mobile,Tables & desks,LINNMON / GODVIN,275,1
2021-01-01,India,desktop,Tables & desks,LINNMON / GODVIN,275,1
2021-01-24,Canada,mobile,Tables & desks,LINNMON / GODVIN,275,1
2021-01-24,Sri Lanka,mobile,Tables & desks,LINNMON / GODVIN,275,1
2020-11-14,Malaysia,mobile,Sofas & armchairs,VIMLE,720,1
2020-12-04,Israel,desktop,Sofas & armchairs,VIMLE,720,1
2020-12-06,United States,mobile,Sofas & armchairs,VIMLE,2205,3
2020-12-08,Nepal,mobile,Sofas & armchairs,VIMLE,720,1
2020-12-09,India,desktop,Sofas & armchairs,VIMLE,720,1
2020-12-21,Slovakia,desktop,Sofas & armchairs,VIMLE,720,1
2021-01-04,United Kingdom,desktop,Sofas & armchairs,VIMLE,720,1
2021-01-26,Canada,desktop,Sofas & armchairs,VIMLE,720,1
2020-11-15,United States,desktop,Chairs,HENRIKSDAL,295,1
2020-11-16,South Korea,desktop,Chairs,HENRIKSDAL,295,1
2020-11-21,Hong Kong,desktop,Chairs,HENRIKSDAL,295,1
2020-11-30,India,desktop,Chairs,HENRIKSDAL,295,1
2020-11-30,United States,mobile,Chairs,HENRIKSDAL,295,1
2020-12-07,United States,desktop,Chairs,HENRIKSDAL,295,1
2020-12-18,Canada,desktop,Chairs,HENRIKSDAL,295,1
2021-01-05,Taiwan,mobile,Chairs,HENRIKSDAL,295,1
2021-01-13,Georgia,desktop,Chairs,HENRIKSDAL,295,1
2021-01-14,India,desktop,Chairs,HENRIKSDAL,295,1
2021-01-21,Japan,mobile,Chairs,HENRIKSDAL,295,1
2021-01-26,Slovakia,desktop,Chairs,HENRIKSDAL,295,1
2020-11-11,United States,desktop,Cabinets & cupboards,EKET,620,1
2020-11-11,Spain,mobile,Cabinets & cupboards,EKET,620,1
2020-11-16,United States,desktop,Cabinets & cupboards,EKET,620,1
2020-11-22,United States,desktop,Cabinets & cupboards,EKET,620,1
2020-11-28,United States,desktop,Cabinets & cupboards,EKET,620,1
2020-12-02,Canada,mobile,Cabinets & cupboards,EKET,620,1
2020-12-10,United States,mobile,Cabinets & cupboards,EKET,620,1
2020-12-13,United Kingdom,tablet,Cabinets & cupboards,EKET,620,1
2020-12-15,India,desktop,Cabinets & cupboards,EKET,620,1
2020-12-18,Mexico,desktop,Cabinets & cupboards,EKET,620,1
2021-01-05,Sweden,desktop,Cabinets & cupboards,EKET,620,1
2021-01-08,United States,mobile,Cabinets & cupboards,EKET,620,1
2021-01-10,France,desktop,Cabinets & cupboards,EKET,620,1
2021-01-15,United States,mobile,Cabinets & cupboards,EKET,620,1
2021-01-18,Canada,desktop,Cabinets & cupboards,EKET,620,1
2021-01-19,Australia,mobile,Cabinets & cupboards,EKET,620,1
2020-11-08,United States,desktop,Bookcases & shelving units,EKET,1260,1
2020-11-18,China,mobile,Bookcases & shelving units,EKET,1260,1
2020-12-09,India,mobile,Bookcases & shelving units,EKET,1260,1
2020-12-10,United States,mobile,Bookcases & shelving units,EKET,1260,1
2020-12-15,Canada,mobile,Bookcases & shelving units,EKET,1260,1
2020-12-16,Singapore,desktop,Bookcases & shelving units,EKET,1260,1
2020-12-19,India,desktop,Bookcases & shelving units,EKET,1339,2
2021-01-05,Canada,mobile,Bookcases & shelving units,EKET,1260,1
2021-01-08,South Korea,desktop,Bookcases & shelving units,EKET,1260,1
2021-01-24,France,desktop,Bookcases & shelving units,EKET,1260,1
2020-11-03,United States,mobile,Chairs,EKEDALEN / LEIFARNE,1575,1
2020-11-18,Germany,mobile,Chairs,EKEDALEN / LEIFARNE,1575,1
2020-11-22,United States,desktop,Chairs,EKEDALEN / LEIFARNE,1575,1
2020-11-23,United States,desktop,Chairs,EKEDALEN / LEIFARNE,1575,1
2020-11-29,United States,desktop,Chairs,EKEDALEN / LEIFARNE,1575,1
2021-01-08,United States,desktop,Chairs,EKEDALEN / LEIFARNE,1575,1
2021-01-10,United States,desktop,Chairs,EKEDALEN / LEIFARNE,1575,1
2021-01-11,South Korea,desktop,Chairs,EKEDALEN / LEIFARNE,1575,1
2021-01-27,Greece,mobile,Chairs,EKEDALEN / LEIFARNE,1575,1
2020-11-03,Indonesia,desktop,Chairs,EKEDALEN / ODGER,2765,1
2020-11-09,United States,mobile,Chairs,EKEDALEN / ODGER,2765,1
2020-11-26,China,mobile,Chairs,EKEDALEN / ODGER,2765,1
2020-11-29,United States,mobile,Chairs,EKEDALEN / ODGER,2765,1
2020-12-04,United States,mobile,Chairs,EKEDALEN / ODGER,2765,1
2020-12-09,Canada,mobile,Chairs,EKEDALEN / ODGER,2765,1
2020-12-10,United States,desktop,Chairs,EKEDALEN / ODGER,2765,1
2020-12-10,United States,mobile,Chairs,EKEDALEN / ODGER,2765,1
2020-12-15,United States,mobile,Chairs,EKEDALEN / ODGER,2765,1
2021-01-01,Japan,mobile,Chairs,EKEDALEN / ODGER,2765,1
2021-01-02,United States,tablet,Chairs,EKEDALEN / ODGER,2765,1
2021-01-12,New Zealand,mobile,Chairs,EKEDALEN / ODGER,2765,1
2021-01-13,China,mobile,Chairs,EKEDALEN / ODGER,2765,1
2020-11-17,United States,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-11-17,United States,mobile,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-12-01,Turkey,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-12-09,United States,mobile,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-12-10,United States,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-12-17,United States,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-12-24,Romania,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-12-24,South Korea,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-12-26,Hong Kong,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-12-27,United States,mobile,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-12-30,India,mobile,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2021-01-01,Portugal,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2021-01-05,Panama,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2021-01-13,Croatia,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2021-01-24,United States,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2021-01-26,United States,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-11-25,United Kingdom,desktop,Bookcases & shelving units,ENETRI,412,1
2020-12-06,India,desktop,Bookcases & shelving units,ENETRI,412,1
2020-12-16,United Kingdom,mobile,Bookcases & shelving units,ENETRI,412,1
2020-12-20,United States,mobile,Bookcases & shelving units,ENETRI,412,1
2020-12-27,United Kingdom,desktop,Bookcases & shelving units,ENETRI,412,1
2021-01-04,India,desktop,Bookcases & shelving units,ENETRI,412,1
2021-01-15,United States,mobile,Bookcases & shelving units,ENETRI,412,1
2021-01-25,Portugal,desktop,Bookcases & shelving units,ENETRI,412,1
2021-01-27,Hong Kong,desktop,Bookcases & shelving units,ENETRI,412,1
2020-11-09,United States,desktop,Chairs,FANBYN,275,1
2020-11-18,China,mobile,Chairs,FANBYN,275,1
2020-11-19,India,desktop,Chairs,FANBYN,275,1
2020-11-22,Switzerland,desktop,Chairs,FANBYN,275,1
2020-11-22,Peru,desktop,Chairs,FANBYN,275,1
2020-11-24,United States,desktop,Chairs,FANBYN,275,1
2020-11-25,Poland,mobile,Chairs,FANBYN,275,1
2020-11-28,Canada,desktop,Chairs,FANBYN,275,1
2020-12-01,Czechia,mobile,Chairs,FANBYN,275,1
2020-12-01,Switzerland,desktop,Chairs,FANBYN,275,1
2020-12-02,United States,mobile,Chairs,FANBYN,275,1
2020-12-04,Canada,desktop,Chairs,FANBYN,275,1
2020-12-13,United States,desktop,Chairs,FANBYN,275,1
2020-12-14,(not set),mobile,Chairs,FANBYN,275,1
2020-12-21,Canada,mobile,Chairs,FANBYN,275,1
2020-12-28,Japan,desktop,Chairs,FANBYN,275,1
2021-01-02,United Arab Emirates,desktop,Chairs,FANBYN,275,1
2021-01-04,Egypt,mobile,Chairs,FANBYN,275,1
2021-01-05,Netherlands,mobile,Chairs,FANBYN,275,1
2021-01-21,United States,mobile,Chairs,FANBYN,275,1
2021-01-23,Canada,desktop,Chairs,FANBYN,550,2
2021-01-25,United States,mobile,Chairs,FANBYN,275,1
2021-01-26,Canada,mobile,Chairs,FANBYN,275,1
2020-11-05,United States,mobile,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-11-26,United States,mobile,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-11-29,United States,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-12-08,United States,mobile,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-12-10,India,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-12-15,Sweden,mobile,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2021-01-23,United States,mobile,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2021-01-23,United States,desktop,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2021-01-25,Singapore,mobile,Chairs,EKEDALEN / HENRIKSDAL,2765,1
2020-11-02,United States,desktop,Tables & desks,ÅMLIDEN / KRILLE,595,1
2020-11-07,Spain,mobile,Tables & desks,ÅMLIDEN / KRILLE,595,1
2020-11-13,Canada,desktop,Tables & desks,ÅMLIDEN / KRILLE,595,1
2020-11-24,United States,desktop,Tables & desks,ÅMLIDEN / KRILLE,595,1
2020-12-07,India,desktop,Tables & desks,ÅMLIDEN / KRILLE,595,1
2021-01-01,Canada,mobile,Tables & desks,ÅMLIDEN / KRILLE,595,1
2021-01-11,South Korea,desktop,Tables & desks,ÅMLIDEN / KRILLE,595,1
2021-01-12,Japan,desktop,Tables & desks,ÅMLIDEN / KRILLE,595,1
2020-11-04,India,desktop,Chests of drawers & drawer units,NORDLI,900,1
2020-11-12,South Korea,mobile,Chests of drawers & drawer units,NORDLI,900,1
2020-11-14,United States,desktop,Chests of drawers & drawer units,NORDLI,900,1
2020-11-25,South Korea,desktop,Chests of drawers & drawer units,NORDLI,900,1
2020-12-30,Switzerland,desktop,Chests of drawers & drawer units,NORDLI,900,1
2021-01-05,United States,desktop,Chests of drawers & drawer units,NORDLI,900,1
2021-01-08,United Kingdom,mobile,Chests of drawers & drawer units,NORDLI,900,1
2020-11-04,Mexico,desktop,Sofas & armchairs,NORSBORG,2020,1
2020-11-22,United States,desktop,Sofas & armchairs,NORSBORG,2360,2
2020-11-24,United States,desktop,Sofas & armchairs,NORSBORG,2400,2
2020-12-12,United States,desktop,Sofas & armchairs,NORSBORG,2600,2
2020-12-13,United States,mobile,Sofas & armchairs,NORSBORG,3680,3
2020-12-14,Sweden,desktop,Sofas & armchairs,NORSBORG,2020,1
2020-11-15,Malta,desktop,Chests of drawers & drawer units,NORDLI,960,1
2020-11-17,Netherlands,desktop,Chests of drawers & drawer units,NORDLI,960,1
2020-11-21,Portugal,desktop,Chests of drawers & drawer units,NORDLI,960,1
2020-12-02,Indonesia,desktop,Chests of drawers & drawer units,NORDLI,960,1
2020-12-07,Brazil,mobile,Chests of drawers & drawer units,NORDLI,960,1
2020-12-07,United States,mobile,Chests of drawers & drawer units,NORDLI,2840,2
2020-12-16,United States,mobile,Chests of drawers & drawer units,NORDLI,960,1
2020-12-19,Spain,desktop,Chests of drawers & drawer units,NORDLI,960,1
2021-01-19,Indonesia,desktop,Chests of drawers & drawer units,NORDLI,960,1
2020-12-07,Ukraine,mobile,Sofas & armchairs,KUNGSHAMN,585,1
2020-12-08,Canada,mobile,Sofas & armchairs,KUNGSHAMN,585,1
2020-12-14,United States,desktop,Sofas & armchairs,KUNGSHAMN,585,1
2020-12-17,Canada,desktop,Sofas & armchairs,KUNGSHAMN,585,1
2020-12-20,Hong Kong,desktop,Sofas & armchairs,KUNGSHAMN,585,1
2020-12-25,United States,mobile,Sofas & armchairs,KUNGSHAMN,585,1
2020-12-29,United States,mobile,Sofas & armchairs,KUNGSHAMN,585,1
2020-12-31,United States,desktop,Sofas & armchairs,KUNGSHAMN,585,1
2021-01-08,Sweden,desktop,Sofas & armchairs,KUNGSHAMN,585,1
2021-01-08,United States,tablet,Sofas & armchairs,KUNGSHAMN,585,1
2021-01-16,United States,desktop,Sofas & armchairs,KUNGSHAMN,585,1
2020-11-11,India,mobile,Bookcases & shelving units,IVAR,545,2
2020-11-28,United States,mobile,Bookcases & shelving units,IVAR,1424,4
2020-12-01,United States,mobile,Bookcases & shelving units,IVAR,1395,2
2020-12-14,Canada,desktop,Bookcases & shelving units,IVAR,310,1
2020-12-16,United States,desktop,Bookcases & shelving units,IVAR,6095,7
2020-12-18,United States,desktop,Bookcases & shelving units,IVAR,2180,2
2021-01-01,Iceland,desktop,Bookcases & shelving units,IVAR,310,1
2021-01-14,Indonesia,desktop,Bookcases & shelving units,IVAR,310,1
2021-01-26,United States,desktop,Bookcases & shelving units,IVAR,1330,2
2020-11-26,France,mobile,Bookcases & shelving units,IVAR,612,1
2020-12-01,Norway,mobile,Bookcases & shelving units,IVAR,612,1
2020-12-15,Austria,tablet,Bookcases & shelving units,IVAR,612,1
2020-12-16,India,desktop,Bookcases & shelving units,IVAR,612,1
2021-01-01,Canada,desktop,Bookcases & shelving units,IVAR,612,1
2021-01-02,Singapore,desktop,Bookcases & shelving units,IVAR,612,1
2021-01-02,Nigeria,mobile,Bookcases & shelving units,IVAR,612,1
2020-11-08,Switzerland,desktop,Bookcases & shelving units,IVAR,878,1
2020-11-19,United States,mobile,Bookcases & shelving units,IVAR,878,1
2020-11-22,United States,desktop,Bookcases & shelving units,IVAR,2868,4
